T1 - Com prints e PID só na roda 1
T2 - Sem prints e PID só na Roda 1
T3 - Sem prints e PID nas rodas 1 e 2
T4 - Com prints e PID nas rodas 1 e 2


T1     T2      T3       T4             

1058	969	982	985
1050	995	977	977
1051	996	989	980
1045	983	994	974
1041	984	983	976
1038	991	987	972
1035	989	990	974
1036	995	987	979
1033	995	992	972
1031	1000	983	977
1022	1003	987	978
1021	1005	983	982
1016	1006	985	983
1008	1003	988	987
1008	1006	985	987
1002	1002	990	988
996	1001	989	991
993	1003	987	991
988	1005	989	993
988	1002	991	993
921	1003	993	972
921	1001	995	1052
948	998	996	1034
941	1000	996	1025
927	1000	1153	1030
940	892	1071	1025
937	1029	1063	1021
945	1010	1044	1012
942	976	1057	1016
948	987	1030	1015
957	1005	1043	1013
950	986	1035	1012
958	1000	1041	1011
961	996	1024	1014
967	996	1033	1013
961	994	1020	1012
966	1002	1032	1011
968	997	1030	1011
966	1000	1024	1006
967	1008	1020	1006
965	998	1016	1006
967	1005	1018	1005
968	1000	1017	1000
966	1004	1019	1002
968	1000	1018	1002
968	1000	1018	1002
1052	1001	1018	1052
961	1001	1017	961
948	998	1012	991
961	1002	1016	961
953	1000	1011	979
961	1003	1011	982
974	1002	1009	974
961	1003	1008	977
971	1001	1008	985
974	1001	921	987
969	1052	955	976
972	984	949	982
974	980	961	984
979	1022	963	989
972	1022	975	989
977	1000	969	993
978	1008	984	993
982	1022	986	997
983	1016	978	997
987	1009	978	1000
987	1010	987	1000
990	1017	986	1000
985	1006	993	1000
988	1008	990	1002
988	1009	990	1002
988	1015	992	1002
1052	1015	993	1052
1025	1008	990	1025
1034	1009	995	1016
1025	1009	995	1025
994	1008	995	1020
995	1010	998	1016
1003	1009	993	1014
1003	1009	997	1012
1002	1009	997	1016
1002	1010	1002	1002
995	1011	1001	1002
995	1006	1004	1002
1000	1009	1004	1001
1000	1007	961	1005
991	1007	1034	1005
995	952	1032	1004
995	1015	1008	1004
995	1009	1012	1000
998	978	1015	1000
992	993	1012	1000
995	994	1022	1000
995	991	1017	1000
997	977	1012	1002
992	989	1013	996
994	978	1012	996
994	983	1011	996
921	977	1015	921
986	981	1006	986
1008	981	1005	991
1006	983	1012	974
1005	973	1005	989
1012	971	1006	1000
1011	978	1007	1000
1009	973	1007	1000
1008	975	1005	1000
994	971	1006	1000
1000	976	1005	1004
1000	972	1007	1004
1000	976	1008	998
1003	971	1003	998
1003	972	1006	1001
1003	968	1008	1001
995	971	1003	1001
998	973	1003	1004
998	976	1029	1004
1001	976	1015	1003
1001	1022	1018	1000
1001	1041	1022	1000
1001	1050	993	1000
1001	1029	1000	1000
1003	1046	1012	1002
1003	1023	996	1002
921	1047	1006	1052
986	1033	993	1025
948	1033	1000	974
941	1032	1005	993
953	1023	1002	994
969	1030	997	982
974	1027	1004	985
983	1025	998	977
985	1030	998	980
992	1027	1000	987
992	1024	993	988
997	1025	1001	993
998	1020	1000	994
1001	1021	995	998
1001	1021	998	998
1001	1017	996	1001
1009	1015	995	1001
1011	1019	998	1001
1010	1014	994	1001
1010	1014	998	1001
1003	1010	1000	1009
1003	1013	1000	1009
1005	1009	1093	1008
1005	1009	1000	1008
1005	921	1018	1010
1005	937	1022	1010
1052	969	993	921
1025	970	1010	961
1034	983	1008	991
1025	984	1003	1006
1020	974	989	1005
1016	984	980	1004
1014	973	989	1003
1019	984	990	1009
1016	978	979	1008
1015	982	974	1007
1002	990	973	1000
1002	991	972	1000
1005	993	979	1003
1005	994	976	1003
1005	989	981	1006
1004	994	978	998
1000	996	974	1001
1000	990	974	994
1000	995	977	997
1000	1000	978	993
1000	998	973	993
996	996	969	990
996	995	972	993
996	997	971	995
998	996	973	990
998	998	973	990
1111	998	833	1052
1052	1002	916	961
991	1002	937	991
1006	1000	961	993
1005	1000	945	1005
1004	1018	949	1004
1003	1007	961	1003
987	1011	954	1009
994	1014	969	1008
994	1025	975	1007
988	1018	972	995
989	1009	984	1000
994	1017	981	1000
994	1013	989	1000
989	1012	1000	1000
990	1009	994	1000
993	1004	1000	1002
994	1005	1004	1002
990	1011	1006	1002
991	1006	1012	1002
993	1006	1008	1004
994	1006	1013	1004
994	1007	1018	1004
991	1004	1020	1004
991	1005	1019	1004
991	1001	1020	1004
1052	1003	1022	1052
1025	1001	1026	961
1034	1002	1029	991
1025	997	1029	993
994	1001	1029	1005
995	994	1093	991
985	994	1041	992
987	972	1078	1000
994	967	1050	1005
994	969	1071	1005
1000	961	1053	1009
989	975	1056	997
990	984	1052	1001
994	978	1057	1001
994	984	1054	1001
998	983	1054	1001
998	991	1050	1004
994	989	1050	1004
994	992	1053	1004
997	988	1041	1003
997	991	1040	1003
1000	992	1036	1005
994	1000	1040	1005
994	992	1036	1005
996	993	1028	1005
996	1000	1028	1005
1111	1000	1024	1052
1052	1002	1025	1052
1034	998	1019	1034
1025	1005	1021	1006
1020	1002	1014	1005
1025	1001	1018	1004
1021	1000	1013	1003
1035	1002	1014	1009
1031	1005	1014	994
1027	1004	1153	1000
1030	1002	1015	1000
1027	1002	1010	1000
1035	1000	984	994
1032	967	981	994
1030	989	963	994
1031	976	973	990
1029	968	968	993
1028	969	976	997
1026	979	966	990
1027	980	972	993
1026	983	969	996
1025	973	966	998
1024	980	971	993
1023	977	966	995
1024	981	968	997
1024	980	964	997
1052	979	969	1111
961	983	966	1052
974	987	969	1052
993	989	972	1006
994	988	972	1015
982	989	976	1012
985	991	976	1018
993	989	973	1016
980	990	978	1014
987	994	980	1000
976	990	977	1000
972	993	979	1004
964	995	984	1003
970	996	984	1003
964	998	937	994
969	995	1041	998
963	995	1020	998
965	1111	1022	994
963	1081	1011	994
965	1050	1029	997
963	1022	1025	991
965	1067	1029	994
963	1050	1026	991
964	1056	1023	991
963	1044	1018	991
963	1050	1027	991
921	1041	1025	1052
986	1043	1019	1052
964	1039	1020	991
974	1046	1024	993
989	1040	1021	1005
969	1044	1016	982
981	1038	1015	985
983	1046	1017	993
991	1041	1021	980
979	1036	1016	987
985	1036	1015	988
987	1032	1011	982
992	1039	1014	984
983	1031	1010	989
987	1031	1014	989
988	1033	1009	993
992	1030	1009	986
992	1030	1009	990
993	1027	892	990
989	1024	937	993
990	1024	969	993
987	1000	961	996
987	967	975	996
990	943	969	996
990	937	964	993
990	937	962	993
921	918	964	1111
961	913	967	986
991	921	958	1008
993	918	958	1006
1005	929	950	1005
1025	920	957	982
1021	929	950	992
1025	936	957	993
1022	933	953	1000
1020	928	955	987
1018	937	956	992
1016	934	955	993
1019	940	960	998
1027	939	961	998
1025	945	967	993
1023	951	969	996
1022	952	967	996
1016	955	974	1000
1016	961	975	1000
1015	960	977	1000
1014	962	977	1002
1013	965	892	1002
1015	975	1000	1002
1014	973	1063	1002
1009	978	1054	1002
1009	978	1049	1002
1052	1000	1067	1052
961	1000	1056	1025
991	989	1071	1016
993	1015	1054	981
979	1018	1073	994
982	1020	1065	1004
992	1021	1065	985
977	1015	1063	987
985	1027	1049	980
987	1021	1051	987
992	1022	1051	965
982	1015	1049	972
988	1015	1048	968
989	1021	1054	974
993	1022	1051	976
993	1022	1050	972
996	1023	1050	977
997	1018	1049	974
997	1022	1052	975
1000	1019	1047	972
1000	1018	1049	976
